"comparison","Category","Subcategory","Enrichment","Q_value","Observed","miRNAs_with_rank"
"EDAD_cont_10y","Reactome (miRPathDB)","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","enriched",0.000206080421555556,31,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-146b-5p (#69, logFC=0.102); hsa-miR-196b-5p (#71, logFC=0.143); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-139-5p (#81, logFC=0.098); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-376c-3p (#93, logFC=0.031); hsa-miR-365a-3p (#99, logFC=0.018); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-30a-3p (#101, logFC=0.015); hsa-miR-323a-3p (#107, logFC=0.015); hsa-miR-30e-3p (#190, logFC=-0.107); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-194-5p (#197, logFC=-0.142); hsa-miR-543 (#212, logFC=-0.185); hsa-miR-181a-5p (#247, logFC=-0.213)"
"EDAD_cont_10y","Reactome (miRPathDB)","Signaling by Interleukins","enriched",0.00092622005,54,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-450a-5p (#9, logFC=0.453); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-148a-3p (#24, logFC=0.275); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-15a-5p (#38, logFC=0.126); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-23a-3p (#40, logFC=0.099); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-186-5p (#63, logFC=0.081); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-146b-5p (#69, logFC=0.102); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-185-5p (#74, logFC=0.069); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-24-3p (#77, logFC=0.039); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-139-5p (#81, logFC=0.098); hsa-miR-433-3p (#84, logFC=0.078); hsa-miR-16-5p (#86, logFC=0.048); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-125b-1-3p (#91, logFC=0.038); hsa-miR-199a-3p (#95, logFC=0.042); hsa-miR-365a-3p (#99, logFC=0.018); hsa-miR-145-5p (#105, logFC=0.012); hsa-miR-134-5p (#115, logFC=-0.003); hsa-miR-98-5p (#116, logFC=-0.003); hsa-miR-132-3p (#118, logFC=-0.004); hsa-miR-101-3p (#136, logFC=-0.034); hsa-miR-30c-5p (#157, logFC=-0.047); hsa-let-7g-5p (#161, logFC=-0.056); hsa-miR-95-3p (#169, logFC=-0.097); hsa-miR-195-5p (#174, logFC=-0.084); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-497-5p (#194, logFC=-0.125); hsa-miR-194-5p (#197, logFC=-0.142); hsa-miR-331-3p (#203, logFC=-0.121); hsa-miR-15b-5p (#219, logFC=-0.202); hsa-miR-124-3p (#223, logFC=-0.334); hsa-let-7c-5p (#229, logFC=-0.255); hsa-miR-23b-3p (#246, logFC=-0.209); hsa-miR-181a-5p (#247, logFC=-0.213); hsa-let-7a-5p (#251, logFC=-0.269)"
"EDAD_cont_10y","Reactome (miRPathDB)","Extra-nuclear estrogen signaling","enriched",0.0015856,35,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-451a (#10, logFC=0.438); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-148a-3p (#24, logFC=0.275); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-196b-5p (#71, logFC=0.143); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-139-5p (#81, logFC=0.098); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-376c-3p (#93, logFC=0.031); hsa-miR-365a-3p (#99, logFC=0.018); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-145-5p (#105, logFC=0.012); hsa-miR-132-3p (#118, logFC=-0.004); hsa-miR-574-3p (#172, logFC=-0.099); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-194-5p (#197, logFC=-0.142); hsa-miR-584-5p (#198, logFC=-0.224); hsa-miR-543 (#212, logFC=-0.185); hsa-miR-181a-5p (#247, logFC=-0.213); hsa-let-7a-5p (#251, logFC=-0.269); hsa-miR-17-5p (#257, logFC=-0.745)"
"EDAD_cont_10y","Reactome (miRPathDB)","AKT-mediated inactivation of FOXO1A","enriched",0.0017394,7,"hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102)"
"EDAD_cont_10y","Reactome (miRPathDB)","Signaling by Receptor Tyrosine Kinases","enriched",0.0017864,39,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-144-5p (#27, logFC=0.291); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-15a-5p (#38, logFC=0.126); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-185-5p (#74, logFC=0.069); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-139-5p (#81, logFC=0.098); hsa-miR-433-3p (#84, logFC=0.078); hsa-miR-16-5p (#86, logFC=0.048); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-376c-3p (#93, logFC=0.031); hsa-miR-199a-3p (#95, logFC=0.042); hsa-miR-365a-3p (#99, logFC=0.018); hsa-miR-145-5p (#105, logFC=0.012); hsa-miR-132-3p (#118, logFC=-0.004); hsa-miR-744-5p (#130, logFC=-0.027); hsa-miR-101-3p (#136, logFC=-0.034); hsa-miR-218-5p (#171, logFC=-0.125); hsa-miR-195-5p (#174, logFC=-0.084); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-194-5p (#197, logFC=-0.142); hsa-miR-15b-5p (#219, logFC=-0.202); hsa-miR-124-3p (#223, logFC=-0.334); hsa-miR-181a-5p (#247, logFC=-0.213); hsa-miR-31-5p (#253, logFC=-0.526)"
"EDAD_cont_10y","Reactome (miRPathDB)","Regulation of TP53 Activity through Association with Co-factors","enriched",0.0019516,14,"hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-185-5p (#74, logFC=0.069); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-10b-5p (#214, logFC=-0.335)"
"EDAD_cont_10y","Reactome (miRPathDB)","Activation of BH3-only proteins","enriched",0.0022022,30,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-451a (#10, logFC=0.438); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-148a-3p (#24, logFC=0.275); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-15a-5p (#38, logFC=0.126); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-193b-3p (#61, logFC=0.084); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-24-3p (#77, logFC=0.039); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-30a-3p (#101, logFC=0.015); hsa-miR-409-3p (#122, logFC=-0.012); hsa-miR-193a-5p (#142, logFC=-0.088); hsa-miR-660-5p (#156, logFC=-0.079); hsa-miR-195-5p (#174, logFC=-0.084); hsa-miR-423-3p (#185, logFC=-0.076); hsa-miR-30e-3p (#190, logFC=-0.107); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-497-5p (#194, logFC=-0.125); hsa-miR-330-3p (#216, logFC=-0.224)"
"EDAD_cont_10y","Reactome (miRPathDB)","AKT phosphorylates targets in the cytosol","enriched",0.0029812,17,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-15a-5p (#38, logFC=0.126); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-185-5p (#74, logFC=0.069); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-365a-3p (#99, logFC=0.018); hsa-miR-145-5p (#105, logFC=0.012); hsa-miR-744-5p (#130, logFC=-0.027); hsa-miR-195-5p (#174, logFC=-0.084)"
"EDAD_cont_10y","Reactome (miRPathDB)","RUNX2 regulates genes involved in cell migration","enriched",0.0037625,10,"hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-100-5p (#68, logFC=0.079); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-365a-3p (#99, logFC=0.018); hsa-miR-30a-3p (#101, logFC=0.015)"
"EDAD_cont_10y","Reactome (miRPathDB)","Interleukin-4 and Interleukin-13 signaling","enriched",0.0039381,52,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-335-5p (#17, logFC=0.274); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-126-5p (#20, logFC=0.234); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-148a-3p (#24, logFC=0.275); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-15a-5p (#38, logFC=0.126); hsa-miR-23a-3p (#40, logFC=0.099); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-186-5p (#63, logFC=0.081); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-139-5p (#81, logFC=0.098); hsa-miR-16-5p (#86, logFC=0.048); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-125b-1-3p (#91, logFC=0.038); hsa-miR-199a-3p (#95, logFC=0.042); hsa-miR-365a-3p (#99, logFC=0.018); hsa-miR-145-5p (#105, logFC=0.012); hsa-miR-323a-3p (#107, logFC=0.015); hsa-miR-134-5p (#115, logFC=-0.003); hsa-miR-98-5p (#116, logFC=-0.003); hsa-miR-26a-5p (#131, logFC=-0.040); hsa-miR-101-3p (#136, logFC=-0.034); hsa-miR-495-3p (#137, logFC=-0.050); hsa-miR-30c-5p (#157, logFC=-0.047); hsa-let-7g-5p (#161, logFC=-0.056); hsa-miR-95-3p (#169, logFC=-0.097); hsa-miR-574-3p (#172, logFC=-0.099); hsa-miR-195-5p (#174, logFC=-0.084); hsa-miR-93-5p (#183, logFC=-0.124); hsa-miR-107 (#191, logFC=-0.124); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-497-5p (#194, logFC=-0.125); hsa-miR-15b-5p (#219, logFC=-0.202); hsa-let-7c-5p (#229, logFC=-0.255); hsa-miR-181a-5p (#247, logFC=-0.213); hsa-miR-17-5p (#257, logFC=-0.745)"
"EDAD_cont_10y","Reactome (miRPathDB)","AKT phosphorylates targets in the nucleus","enriched",0.0055782,11,"hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-1296-5p (#254, logFC=-0.461)"
"EDAD_cont_10y","Reactome (miRPathDB)","Senescence-Associated Secretory Phenotype SASP","enriched",0.0055959,23,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-15a-5p (#38, logFC=0.126); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-100-5p (#68, logFC=0.079); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-24-3p (#77, logFC=0.039); hsa-miR-139-5p (#81, logFC=0.098); hsa-miR-365a-3p (#99, logFC=0.018); hsa-miR-98-5p (#116, logFC=-0.003); hsa-miR-320b (#138, logFC=-0.060); hsa-miR-629-5p (#143, logFC=-0.063); hsa-miR-652-3p (#178, logFC=-0.078); hsa-miR-130a-3p (#208, logFC=-0.144); hsa-let-7a-5p (#251, logFC=-0.269)"
"EDAD_cont_10y","Reactome (miRPathDB)","Interconversion of nucleotide di- and triphosphates","depleted",0.0335527,5,"hsa-miR-34a-5p (#13, logFC=0.256); hsa-let-7c-5p (#229, logFC=-0.255); hsa-let-7e-5p (#236, logFC=-0.232); hsa-let-7b-5p (#250, logFC=-0.306); hsa-let-7a-5p (#251, logFC=-0.269)"
"EDAD_cont_10y","Reactome (miRPathDB)","Competing endogenous RNAs ceRNAs regulate PTEN translation","depleted",0.0415156,29,"hsa-miR-126-5p (#20, logFC=0.234); hsa-miR-148a-3p (#24, logFC=0.275); hsa-miR-185-5p (#74, logFC=0.069); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-99a-5p (#103, logFC=0.015); hsa-miR-106b-5p (#111, logFC=0.001); hsa-miR-320c (#120, logFC=-0.010); hsa-miR-26a-5p (#131, logFC=-0.040); hsa-miR-30d-5p (#134, logFC=-0.021); hsa-miR-454-3p (#152, logFC=-0.060); hsa-miR-30c-5p (#157, logFC=-0.047); hsa-miR-195-5p (#174, logFC=-0.084); hsa-miR-652-3p (#178, logFC=-0.078); hsa-miR-20b-5p (#181, logFC=-0.138); hsa-miR-421 (#182, logFC=-0.121); hsa-miR-93-5p (#183, logFC=-0.124); hsa-miR-103a-3p (#187, logFC=-0.095); hsa-miR-107 (#191, logFC=-0.124); hsa-miR-497-5p (#194, logFC=-0.125); hsa-miR-130a-3p (#208, logFC=-0.144); hsa-miR-330-3p (#216, logFC=-0.224); hsa-miR-148b-3p (#217, logFC=-0.157); hsa-miR-484 (#224, logFC=-0.152); hsa-miR-19b-3p (#234, logFC=-0.323); hsa-let-7b-5p (#250, logFC=-0.306); hsa-miR-130b-3p (#252, logFC=-0.409); hsa-miR-31-5p (#253, logFC=-0.526); hsa-miR-20a-5p (#255, logFC=-0.676); hsa-miR-17-5p (#257, logFC=-0.745)"
"EDAD_cont_10y","Reactome (miRPathDB)","Regulation of MECP2 expression and activity","depleted",0.0454298,25,"hsa-miR-671-5p (#14, logFC=0.353); hsa-miR-148a-3p (#24, logFC=0.275); hsa-miR-185-5p (#74, logFC=0.069); hsa-miR-16-5p (#86, logFC=0.048); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-99a-5p (#103, logFC=0.015); hsa-miR-106b-5p (#111, logFC=0.001); hsa-miR-30c-5p (#157, logFC=-0.047); hsa-miR-195-5p (#174, logFC=-0.084); hsa-miR-652-3p (#178, logFC=-0.078); hsa-miR-20b-5p (#181, logFC=-0.138); hsa-miR-421 (#182, logFC=-0.121); hsa-miR-103a-3p (#187, logFC=-0.095); hsa-miR-107 (#191, logFC=-0.124); hsa-miR-130a-3p (#208, logFC=-0.144); hsa-miR-148b-3p (#217, logFC=-0.157); hsa-miR-484 (#224, logFC=-0.152); hsa-miR-19b-3p (#234, logFC=-0.323); hsa-let-7b-5p (#250, logFC=-0.306); hsa-let-7a-5p (#251, logFC=-0.269); hsa-miR-130b-3p (#252, logFC=-0.409); hsa-miR-20a-5p (#255, logFC=-0.676); hsa-miR-92a-3p (#256, logFC=-0.535); hsa-miR-17-5p (#257, logFC=-0.745)"
"EDAD_cont_10y","Reactome (miRPathDB)","Metabolism of RNA","depleted",0.0464607,32,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-450a-5p (#9, logFC=0.453); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-193b-3p (#61, logFC=0.084); hsa-miR-186-5p (#63, logFC=0.081); hsa-miR-100-5p (#68, logFC=0.079); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-16-5p (#86, logFC=0.048); hsa-miR-99a-5p (#103, logFC=0.015); hsa-miR-744-5p (#130, logFC=-0.027); hsa-miR-324-5p (#141, logFC=-0.041); hsa-miR-1180-3p (#155, logFC=-0.074); hsa-miR-218-5p (#171, logFC=-0.125); hsa-miR-652-3p (#178, logFC=-0.078); hsa-miR-423-3p (#185, logFC=-0.076); hsa-miR-331-3p (#203, logFC=-0.121); hsa-miR-1260b (#213, logFC=-0.130); hsa-miR-324-3p (#215, logFC=-0.123); hsa-miR-15b-5p (#219, logFC=-0.202); hsa-miR-484 (#224, logFC=-0.152); hsa-miR-149-5p (#225, logFC=-0.202); hsa-miR-505-3p (#226, logFC=-0.191); hsa-let-7c-5p (#229, logFC=-0.255); hsa-miR-361-5p (#230, logFC=-0.142); hsa-miR-196a-5p (#232, logFC=-0.476); hsa-let-7e-5p (#236, logFC=-0.232); hsa-let-7b-5p (#250, logFC=-0.306); hsa-let-7a-5p (#251, logFC=-0.269); hsa-miR-1296-5p (#254, logFC=-0.461); hsa-miR-92a-3p (#256, logFC=-0.535)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","positive regulation of establishment of protein localization","enriched",1.632958173e-05,18,"hsa-miR-27a-3p (#2, logFC=0.304); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-186-5p (#63, logFC=0.081); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-26a-5p (#131, logFC=-0.040); hsa-miR-125a-5p (#193, logFC=-0.099)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","regulation of protein localization","enriched",1.632958173e-05,23,"hsa-miR-27a-3p (#2, logFC=0.304); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-193b-3p (#61, logFC=0.084); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-146b-5p (#69, logFC=0.102); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-574-3p (#172, logFC=-0.099); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-31-5p (#253, logFC=-0.526)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","response to inorganic substance","enriched",2.81015555333333e-05,31,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-369-5p (#54, logFC=0.124); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-196b-5p (#71, logFC=0.143); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-153-3p (#76, logFC=0.110); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-26b-5p (#87, logFC=0.030); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-376c-3p (#93, logFC=0.031); hsa-miR-199a-3p (#95, logFC=0.042); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-145-5p (#105, logFC=0.012); hsa-miR-132-3p (#118, logFC=-0.004); hsa-miR-26a-5p (#131, logFC=-0.040); hsa-miR-101-3p (#136, logFC=-0.034); hsa-miR-23b-3p (#246, logFC=-0.209)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","reproduction","enriched",5.769928164e-05,28,"hsa-miR-27a-3p (#2, logFC=0.304); hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-451a (#10, logFC=0.438); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-335-5p (#17, logFC=0.274); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-148a-3p (#24, logFC=0.275); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-196b-5p (#71, logFC=0.143); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-153-3p (#76, logFC=0.110); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-101-3p (#136, logFC=-0.034); hsa-miR-204-5p (#186, logFC=-0.147); hsa-miR-18a-5p (#245, logFC=-0.506); hsa-miR-181a-5p (#247, logFC=-0.213)"
