"comparison","Category","Subcategory","Enrichment","Q_value","Observed","miRNAs_with_rank"
"EDAD_cont_10y","GO Biological process (miRPathDB)","reproductive process","enriched",4.81183406e-05,26,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-27a-3p (#300, logFC=0.191); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-335-5p (#257, logFC=0.209); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-204-5p (#411, logFC=0.160); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-181a-5p (#432, logFC=-0.156)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","neuron development","enriched",0.000123936235,17,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-218-5p (#594, logFC=-0.124)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","regulation of cellular component movement","enriched",0.000123936235,48,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-27a-3p (#300, logFC=0.191); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-335-5p (#257, logFC=0.209); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-497-5p (#588, logFC=0.124); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-204-5p (#411, logFC=0.160); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-30a-3p (#1070, logFC=0.056); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-23a-3p (#1354, logFC=0.020); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-26a-5p (#1434, logFC=-0.013); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-139-5p (#1340, logFC=-0.022); hsa-miR-128-3p (#1324, logFC=-0.024); hsa-miR-132-3p (#1376, logFC=-0.018); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-495-3p (#1151, logFC=-0.044); hsa-miR-323a-3p (#1100, logFC=-0.052); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-185-5p (#1073, logFC=-0.056); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-125b-1-3p (#796, logFC=-0.088); hsa-miR-218-5p (#594, logFC=-0.124); hsa-miR-574-3p (#306, logFC=-0.190); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-199a-3p (#108, logFC=-0.292); hsa-miR-130a-3p (#198, logFC=-0.235); hsa-miR-31-5p (#1, logFC=-0.977)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","response to hormone","enriched",0.000123936235,48,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-27a-3p (#300, logFC=0.191); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-144-5p (#180, logFC=0.242); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-204-5p (#411, logFC=0.160); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-30a-3p (#1070, logFC=0.056); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-320c (#938, logFC=0.072); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-23a-3p (#1354, logFC=0.020); hsa-miR-369-5p (#1413, logFC=0.015); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-26a-5p (#1434, logFC=-0.013); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-139-5p (#1340, logFC=-0.022); hsa-miR-128-3p (#1324, logFC=-0.024); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-218-5p (#594, logFC=-0.124); hsa-let-7b-5p (#509, logFC=-0.137); hsa-let-7c-5p (#550, logFC=-0.131); hsa-let-7a-5p (#412, logFC=-0.160); hsa-miR-574-3p (#306, logFC=-0.190); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-27b-3p (#337, logFC=-0.185); hsa-miR-181b-5p (#214, logFC=-0.228); hsa-miR-92a-3p (#5, logFC=-0.652)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","response to steroid hormone","enriched",0.000484500488333333,35,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-27a-3p (#300, logFC=0.191); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-126-5p (#758, logFC=0.097); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-181c-5p (#994, logFC=0.065); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-30a-3p (#1070, logFC=0.056); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-320c (#938, logFC=0.072); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-26a-5p (#1434, logFC=-0.013); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-30c-5p (#1339, logFC=-0.022); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-574-3p (#306, logFC=-0.190); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-27b-3p (#337, logFC=-0.185); hsa-miR-181b-5p (#214, logFC=-0.228)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","response to inorganic substance","enriched",0.0005786099344,30,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-369-5p (#1413, logFC=0.015); hsa-miR-26a-5p (#1434, logFC=-0.013); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-132-3p (#1376, logFC=-0.018); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-26b-5p (#1286, logFC=-0.029); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-199a-3p (#108, logFC=-0.292); hsa-miR-23b-3p (#170, logFC=-0.244)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","cell migration","enriched",0.000683836572222222,38,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-27a-3p (#300, logFC=0.191); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-335-5p (#257, logFC=0.209); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-204-5p (#411, logFC=0.160); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-23a-3p (#1354, logFC=0.020); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-26a-5p (#1434, logFC=-0.013); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-139-5p (#1340, logFC=-0.022); hsa-miR-128-3p (#1324, logFC=-0.024); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-495-3p (#1151, logFC=-0.044); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-26b-5p (#1286, logFC=-0.029); hsa-miR-185-5p (#1073, logFC=-0.056); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-125b-1-3p (#796, logFC=-0.088); hsa-miR-218-5p (#594, logFC=-0.124); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-199a-3p (#108, logFC=-0.292); hsa-miR-31-5p (#1, logFC=-0.977)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","cell projection organization","enriched",0.000683836572222222,21,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-218-5p (#594, logFC=-0.124); hsa-miR-148b-3p (#187, logFC=-0.239)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","developmental growth","enriched",0.000683836572222222,41,"hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-27a-3p (#300, logFC=0.191); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-204-5p (#411, logFC=0.160); hsa-miR-708-5p (#776, logFC=0.093); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-195-5p (#1118, logFC=0.049); hsa-miR-15a-5p (#1138, logFC=0.047); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-320c (#938, logFC=0.072); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-23a-3p (#1354, logFC=0.020); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-26a-5p (#1434, logFC=-0.013); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-128-3p (#1324, logFC=-0.024); hsa-miR-132-3p (#1376, logFC=-0.018); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-323a-3p (#1100, logFC=-0.052); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-183-5p (#268, logFC=-0.203); hsa-miR-152-3p (#1170, logFC=-0.042); hsa-miR-185-5p (#1073, logFC=-0.056); hsa-miR-146a-5p (#1010, logFC=-0.063); hsa-miR-125b-1-3p (#796, logFC=-0.088); hsa-miR-25-3p (#762, logFC=-0.096); hsa-miR-574-3p (#306, logFC=-0.190); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-199a-3p (#108, logFC=-0.292); hsa-miR-148b-3p (#187, logFC=-0.239)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","developmental process involved in reproduction","enriched",0.000683836572222222,36,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-27a-3p (#300, logFC=0.191); hsa-miR-221-3p (#284, logFC=0.196); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-335-5p (#257, logFC=0.209); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-222-3p (#463, logFC=0.147); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-196b-5p (#347, logFC=0.183); hsa-miR-204-5p (#411, logFC=0.160); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-181c-5p (#994, logFC=0.065); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-143-3p (#970, logFC=0.068); hsa-miR-155-5p (#871, logFC=0.081); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-23a-3p (#1354, logFC=0.020); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-128-3p (#1324, logFC=-0.024); hsa-miR-182-5p (#857, logFC=-0.082); hsa-miR-138-5p (#1216, logFC=-0.038); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-365a-3p (#1026, logFC=-0.061); hsa-miR-30b-5p (#969, logFC=-0.069); hsa-miR-218-5p (#594, logFC=-0.124); hsa-miR-574-3p (#306, logFC=-0.190); hsa-miR-181a-5p (#432, logFC=-0.156); hsa-miR-199a-3p (#108, logFC=-0.292); hsa-miR-181b-5p (#214, logFC=-0.228)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","neuron differentiation","enriched",0.000683836572222222,25,"hsa-miR-451a (#33, logFC=0.399); hsa-miR-148a-3p (#107, logFC=0.292); hsa-miR-30a-5p (#285, logFC=0.196); hsa-miR-34a-5p (#511, logFC=0.137); hsa-miR-9-3p (#352, logFC=0.182); hsa-miR-223-3p (#538, logFC=0.133); hsa-miR-378a-3p (#620, logFC=0.120); hsa-miR-9-5p (#441, logFC=0.152); hsa-miR-135a-5p (#380, logFC=0.170); hsa-miR-126-3p (#747, logFC=0.099); hsa-miR-125b-5p (#962, logFC=0.070); hsa-miR-29a-3p (#1019, logFC=0.062); hsa-miR-22-3p (#1018, logFC=0.062); hsa-miR-376c-3p (#1033, logFC=0.061); hsa-miR-125a-5p (#1205, logFC=0.039); hsa-miR-29c-3p (#1104, logFC=0.051); hsa-miR-320c (#938, logFC=0.072); hsa-miR-21-5p (#1182, logFC=0.041); hsa-miR-124-3p (#1556, logFC=0.001); hsa-miR-101-3p (#1477, logFC=-0.010); hsa-miR-145-5p (#1461, logFC=-0.011); hsa-miR-30c-5p (#1339, logFC=-0.022); hsa-miR-29b-3p (#1169, logFC=-0.042); hsa-miR-218-5p (#594, logFC=-0.124); hsa-miR-148b-3p (#187, logFC=-0.239)"
"SINAPTOFISINA_1_vs_0","GO Biological process (miRPathDB)","positive regulation of protein localization to nucleus","depleted",0.0090836,18,"hsa-miR-130a-3p (#650, logFC=0.628); hsa-miR-1301-3p (#752, logFC=0.536); hsa-miR-193b-3p (#1029, logFC=0.312); hsa-miR-143-3p (#1175, logFC=0.206); hsa-miR-31-5p (#1031, logFC=0.311); hsa-miR-126-3p (#1360, logFC=0.071); hsa-miR-23b-3p (#1451, logFC=-0.001); hsa-miR-22-3p (#1327, logFC=-0.094); hsa-miR-16-5p (#1313, logFC=-0.099); hsa-miR-23a-3p (#1320, logFC=-0.097); hsa-miR-451a (#1109, logFC=-0.260); hsa-miR-138-5p (#996, logFC=-0.341); hsa-miR-484 (#1117, logFC=-0.256); hsa-miR-15b-5p (#1044, logFC=-0.301); hsa-miR-199a-3p (#732, logFC=-0.555); hsa-miR-378a-3p (#915, logFC=-0.405); hsa-miR-155-5p (#691, logFC=-0.593); hsa-miR-223-3p (#637, logFC=-0.639)"
"SINAPTOFISINA_1_vs_0","GO Biological process (miRPathDB)","cell cycle phase transition","depleted",0.0259565,47,"hsa-miR-195-5p (#296, logFC=1.009); hsa-miR-376c-3p (#78, logFC=1.474); hsa-miR-100-5p (#342, logFC=0.942); hsa-miR-29b-3p (#223, logFC=1.114); hsa-miR-125b-5p (#544, logFC=0.724); hsa-miR-98-5p (#713, logFC=0.571); hsa-miR-34a-5p (#606, logFC=0.673); hsa-miR-26a-5p (#769, logFC=0.526); hsa-miR-130a-3p (#650, logFC=0.628); hsa-miR-497-5p (#676, logFC=0.605); hsa-miR-148a-3p (#422, logFC=0.855); hsa-let-7a-5p (#953, logFC=0.376); hsa-miR-29a-3p (#909, logFC=0.411); hsa-miR-185-5p (#937, logFC=0.391); hsa-miR-152-3p (#944, logFC=0.384); hsa-miR-92b-3p (#1040, logFC=0.303); hsa-let-7b-5p (#1026, logFC=0.314); hsa-miR-124-3p (#475, logFC=0.801); hsa-miR-222-3p (#1066, logFC=0.291); hsa-miR-99a-5p (#1089, logFC=0.272); hsa-miR-125a-5p (#1124, logFC=0.251); hsa-miR-193b-3p (#1029, logFC=0.312); hsa-miR-145-5p (#1032, logFC=0.310); hsa-miR-149-5p (#1033, logFC=0.310); hsa-miR-15a-5p (#1151, logFC=0.230); hsa-miR-424-5p (#1247, logFC=0.144); hsa-miR-29c-3p (#1292, logFC=0.116); hsa-miR-126-3p (#1360, logFC=0.071); hsa-miR-144-5p (#1419, logFC=-0.027); hsa-miR-24-3p (#1404, logFC=-0.042); hsa-miR-196b-5p (#1208, logFC=-0.168); hsa-miR-22-3p (#1327, logFC=-0.094); hsa-miR-210-3p (#1293, logFC=-0.114); hsa-miR-186-5p (#1342, logFC=-0.084); hsa-miR-16-5p (#1313, logFC=-0.099); hsa-miR-451a (#1109, logFC=-0.260); hsa-miR-191-5p (#1267, logFC=-0.133); hsa-miR-25-3p (#1236, logFC=-0.149); hsa-miR-15b-5p (#1044, logFC=-0.301); hsa-miR-574-3p (#819, logFC=-0.490); hsa-miR-21-5p (#700, logFC=-0.587); hsa-miR-20a-5p (#959, logFC=-0.373); hsa-miR-155-5p (#691, logFC=-0.593); hsa-miR-92a-3p (#942, logFC=-0.386); hsa-miR-17-5p (#798, logFC=-0.505); hsa-miR-223-3p (#637, logFC=-0.639); hsa-miR-182-5p (#1, logFC=-4.768)"
"SINAPTOFISINA_1_vs_0","GO Biological process (miRPathDB)","regulation of cellular response to oxidative stress","depleted",0.0259565,16,"hsa-miR-26b-5p (#662, logFC=0.617); hsa-miR-34a-5p (#606, logFC=0.673); hsa-miR-181a-5p (#830, logFC=0.484); hsa-miR-27a-3p (#1099, logFC=0.267); hsa-miR-126-3p (#1360, logFC=0.071); hsa-miR-23b-3p (#1451, logFC=-0.001); hsa-miR-144-5p (#1419, logFC=-0.027); hsa-miR-22-3p (#1327, logFC=-0.094); hsa-miR-210-3p (#1293, logFC=-0.114); hsa-miR-23a-3p (#1320, logFC=-0.097); hsa-miR-451a (#1109, logFC=-0.260); hsa-miR-138-5p (#996, logFC=-0.341); hsa-miR-199a-3p (#732, logFC=-0.555); hsa-miR-378a-3p (#915, logFC=-0.405); hsa-miR-155-5p (#691, logFC=-0.593); hsa-miR-223-3p (#637, logFC=-0.639)"
"SINAPTOFISINA_1_vs_0","GO Biological process (miRPathDB)","regulation of ubiquitin-protein transferase activity","depleted",0.0259565,9,"hsa-miR-27a-3p (#1099, logFC=0.267); hsa-miR-22-3p (#1327, logFC=-0.094); hsa-miR-16-5p (#1313, logFC=-0.099); hsa-miR-486-5p (#982, logFC=-0.349); hsa-miR-93-5p (#1069, logFC=-0.287); hsa-miR-21-5p (#700, logFC=-0.587); hsa-miR-20a-5p (#959, logFC=-0.373); hsa-miR-17-5p (#798, logFC=-0.505); hsa-miR-182-5p (#1, logFC=-4.768)"
"SINAPTOFISINA_1_vs_0","GO Biological process (miRPathDB)","regulation of translation","depleted",0.0414241,48,"hsa-miR-100-5p (#342, logFC=0.942); hsa-miR-125b-5p (#544, logFC=0.724); hsa-miR-34a-5p (#606, logFC=0.673); hsa-miR-26a-5p (#769, logFC=0.526); hsa-miR-30a-5p (#586, logFC=0.691); hsa-miR-423-3p (#831, logFC=0.483); hsa-miR-130a-3p (#650, logFC=0.628); hsa-miR-1180-3p (#579, logFC=0.697); hsa-miR-107 (#679, logFC=0.602); hsa-let-7a-5p (#953, logFC=0.376); hsa-miR-652-3p (#912, logFC=0.406); hsa-miR-29a-3p (#909, logFC=0.411); hsa-miR-744-5p (#789, logFC=0.512); hsa-miR-185-5p (#937, logFC=0.391); hsa-miR-218-5p (#686, logFC=0.594); hsa-miR-27b-3p (#979, logFC=0.350); hsa-miR-331-3p (#936, logFC=0.392); hsa-miR-221-3p (#1017, logFC=0.325); hsa-miR-92b-3p (#1040, logFC=0.303); hsa-let-7b-5p (#1026, logFC=0.314); hsa-miR-124-3p (#475, logFC=0.801); hsa-miR-222-3p (#1066, logFC=0.291); hsa-miR-99a-5p (#1089, logFC=0.272); hsa-miR-125a-5p (#1124, logFC=0.251); hsa-miR-193b-3p (#1029, logFC=0.312); hsa-miR-149-5p (#1033, logFC=0.310); hsa-miR-320c (#1126, logFC=0.249); hsa-miR-27a-3p (#1099, logFC=0.267); hsa-miR-106b-5p (#1178, logFC=0.204); hsa-miR-126-3p (#1360, logFC=0.071); hsa-miR-196b-5p (#1208, logFC=-0.168); hsa-miR-186-5p (#1342, logFC=-0.084); hsa-miR-16-5p (#1313, logFC=-0.099); hsa-miR-451a (#1109, logFC=-0.260); hsa-miR-25-3p (#1236, logFC=-0.149); hsa-miR-138-5p (#996, logFC=-0.341); hsa-miR-486-3p (#1005, logFC=-0.335); hsa-miR-484 (#1117, logFC=-0.256); hsa-miR-15b-5p (#1044, logFC=-0.301); hsa-miR-93-5p (#1069, logFC=-0.287); hsa-miR-21-5p (#700, logFC=-0.587); hsa-miR-20a-5p (#959, logFC=-0.373); hsa-miR-378a-3p (#915, logFC=-0.405); hsa-miR-155-5p (#691, logFC=-0.593); hsa-miR-92a-3p (#942, logFC=-0.386); hsa-miR-17-5p (#798, logFC=-0.505); hsa-miR-223-3p (#637, logFC=-0.639); hsa-miR-182-5p (#1, logFC=-4.768)"
