Category	Subcategory	Enrichment	P-value	P-adjusted	Q-value	Observed	miRNAs/precursors	database	cluster	cluster_rep	reduction_method
GO Biological process (miRPathDB)	regulation of cellular protein localization	depleted	0.000640813	0.0134172	0.0134172	65	hsa-miR-196b-5p; hsa-miR-96-5p; hsa-miR-193a-3p; hsa-miR-6824-5p; hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-16-2-3p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-135a-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-877-3p; hsa-miR-9-3p; hsa-miR-9-5p; hsa-miR-1471; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-210-3p; hsa-miR-615-3p; hsa-miR-656-3p; hsa-miR-138-5p; hsa-miR-30a-5p; hsa-miR-451a; hsa-miR-133b; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-484; hsa-miR-1301-3p; hsa-miR-550a-3p; hsa-miR-126-3p; hsa-miR-324-3p; hsa-miR-133a-3p; hsa-miR-27a-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-miR-497-5p; hsa-miR-125a-5p; hsa-miR-181a-5p; hsa-miR-103a-3p; hsa-miR-378a-3p; hsa-miR-491-5p; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-200c-3p; hsa-miR-195-3p; hsa-miR-143-3p; hsa-miR-195-5p; hsa-let-7a-5p; hsa-miR-184; hsa-miR-15b-5p; hsa-miR-205-5p; hsa-miR-128-3p; hsa-miR-214-3p; hsa-miR-495-3p; hsa-miR-574-3p; hsa-miR-376c-3p; hsa-miR-218-5p; hsa-miR-31-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	regulation of cellular protein metabolic process	depleted	1.25484e-08	4.5759832e-06	4.5759832e-06	142	hsa-miR-196b-5p; hsa-miR-96-5p; hsa-miR-182-5p; hsa-let-7c-3p; hsa-miR-6870-5p; hsa-miR-101-5p; hsa-miR-21-5p; hsa-miR-6797-3p; hsa-miR-6766-5p; hsa-miR-3616-3p; hsa-miR-92b-3p; hsa-miR-100-5p; hsa-miR-125b-5p; hsa-miR-488-5p; hsa-miR-221-3p; hsa-miR-183-5p; hsa-miR-939-5p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-222-3p; hsa-miR-4495; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-1343-5p; hsa-miR-429; hsa-miR-25-3p; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-4472; hsa-miR-1471; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-142-3p; hsa-miR-130b-3p; hsa-miR-6740-5p; hsa-miR-4791; hsa-miR-4667-5p; hsa-miR-8089; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-181b-5p; hsa-miR-7-5p; hsa-miR-6805-5p; hsa-miR-519a-3p; hsa-miR-1233-5p; hsa-miR-448; hsa-miR-30a-3p; hsa-miR-93-5p; hsa-miR-641; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-6073; hsa-miR-892b; hsa-miR-133b; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-4260; hsa-miR-106b-5p; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-484; hsa-miR-449a; hsa-let-7c-5p; hsa-miR-590-5p; hsa-miR-424-5p; hsa-miR-34a-3p; hsa-miR-204-5p; hsa-miR-126-3p; hsa-miR-133a-3p; hsa-miR-27a-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-497-5p; hsa-miR-224-5p; hsa-miR-125a-5p; hsa-miR-18a-5p; hsa-miR-19b-3p; hsa-miR-181a-5p; hsa-miR-410-3p; hsa-miR-27b-3p; hsa-miR-103a-3p; hsa-miR-378a-3p; hsa-miR-132-3p; hsa-miR-140-5p; hsa-miR-320c; hsa-miR-1181; hsa-miR-194-5p; hsa-miR-20a-5p; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-26b-5p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-423-3p; hsa-miR-181c-5p; hsa-miR-369-3p; hsa-miR-518c-3p; hsa-miR-107; hsa-miR-486-3p; hsa-miR-141-3p; hsa-miR-17-5p; hsa-miR-26a-5p; hsa-miR-149-5p; hsa-miR-582-5p; hsa-miR-195-5p; hsa-let-7a-5p; hsa-miR-184; hsa-miR-15b-5p; hsa-miR-205-5p; hsa-miR-17-3p; hsa-miR-331-3p; hsa-miR-128-3p; hsa-miR-130a-3p; hsa-miR-487b-3p; hsa-miR-24-3p; hsa-miR-744-5p; hsa-miR-34c-5p; hsa-let-7b-5p; hsa-miR-214-3p; hsa-miR-101-3p; hsa-miR-495-3p; hsa-miR-494-3p; hsa-miR-574-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-376c-3p; hsa-miR-625-5p; hsa-miR-218-5p; hsa-miR-34c-3p; hsa-miR-124-3p; hsa-miR-199a-3p; hsa-miR-31-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	regulation of cellular response to heat	depleted	0.0041815	0.0456883	0.0456883	23	hsa-miR-182-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-34a-5p; hsa-miR-615-3p; hsa-miR-138-5p; hsa-miR-376a-2-5p; hsa-miR-30a-3p; hsa-miR-505-5p; hsa-miR-34a-3p; hsa-miR-550a-3p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-224-5p; hsa-miR-625-3p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-423-3p; hsa-miR-26a-5p; hsa-miR-149-5p; hsa-miR-15b-5p; hsa-miR-744-5p; hsa-miR-34c-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of cellular response to oxidative stress	depleted	0.0044522	0.0474746	0.0474746	31	hsa-miR-378f; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-144-5p; hsa-miR-34a-5p; hsa-miR-210-3p; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-378i; hsa-miR-451a; hsa-miR-133b; hsa-miR-1179; hsa-miR-23a-3p; hsa-miR-34a-3p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-875-5p; hsa-miR-181a-5p; hsa-miR-378a-3p; hsa-miR-378c; hsa-miR-625-3p; hsa-miR-26b-5p; hsa-miR-200c-3p; hsa-miR-23b-3p; hsa-miR-378e; hsa-miR-378d; hsa-miR-494-3p; hsa-miR-206; hsa-miR-199a-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of cellular response to stress	depleted	1.50626e-07	2.69274034285714e-05	2.69274034285714e-05	108	hsa-miR-196b-5p; hsa-miR-96-5p; hsa-miR-193a-3p; hsa-miR-182-5p; hsa-let-7c-3p; hsa-miR-21-5p; hsa-miR-92b-3p; hsa-miR-100-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-183-5p; hsa-miR-223-3p; hsa-miR-4467; hsa-miR-708-5p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-135a-5p; hsa-miR-216b-5p; hsa-miR-222-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-25-3p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-125b-1-3p; hsa-miR-6774-5p; hsa-miR-29a-3p; hsa-miR-153-3p; hsa-miR-210-3p; hsa-miR-4791; hsa-miR-106b-3p; hsa-miR-200a-5p; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-181b-5p; hsa-miR-448; hsa-miR-93-5p; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-892b; hsa-miR-133b; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-106b-5p; hsa-miR-146a-5p; hsa-miR-29c-3p; hsa-miR-203a-3p; hsa-miR-484; hsa-let-7c-5p; hsa-miR-23a-3p; hsa-miR-424-5p; hsa-miR-34a-3p; hsa-miR-204-5p; hsa-miR-550a-3p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-497-5p; hsa-miR-125a-5p; hsa-miR-18a-5p; hsa-miR-181a-5p; hsa-miR-410-3p; hsa-miR-378a-3p; hsa-miR-543; hsa-miR-20a-5p; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-26b-5p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-423-3p; hsa-miR-143-3p; hsa-miR-517c-3p; hsa-miR-107; hsa-miR-141-3p; hsa-miR-17-5p; hsa-miR-26a-5p; hsa-miR-149-5p; hsa-miR-517a-3p; hsa-miR-517b-3p; hsa-miR-195-5p; hsa-let-7a-5p; hsa-miR-184; hsa-miR-15b-5p; hsa-miR-205-5p; hsa-miR-361-5p; hsa-miR-128-3p; hsa-miR-34b-5p; hsa-miR-487b-3p; hsa-miR-744-5p; hsa-miR-34c-5p; hsa-let-7b-5p; hsa-miR-214-3p; hsa-miR-1297; hsa-miR-127-3p; hsa-miR-494-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-218-5p; hsa-miR-199a-3p; hsa-miR-490-5p; hsa-miR-31-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of cellular senescence	depleted	0.0741839	0.2314712	0.2314712	17	hsa-miR-125b-5p; hsa-miR-155-5p; hsa-miR-22-3p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-138-5p; hsa-miR-30a-3p; hsa-miR-892b; hsa-miR-29c-3p; hsa-miR-34a-3p; hsa-miR-126-3p; hsa-miR-16-5p; hsa-miR-181a-5p; hsa-miR-543; hsa-miR-26a-5p; hsa-miR-218-5p; hsa-miR-124-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of chemokine production	enriched	0.300556	0.4169438	0.4169438	10	hsa-miR-21-5p; hsa-miR-22-3p; hsa-miR-34a-5p; hsa-miR-6731-3p; hsa-miR-138-5p; hsa-miR-33a-5p; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-146a-5p; hsa-miR-145-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of chemotaxis	depleted	0.148496	0.3143776	0.3143776	15	hsa-miR-21-5p; hsa-miR-223-3p; hsa-miR-22-3p; hsa-miR-9-5p; hsa-miR-296-5p; hsa-miR-144-3p; hsa-miR-451a; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-23a-3p; hsa-miR-126-3p; hsa-miR-224-5p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-145-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of chromatin organization	depleted	0.0012776	0.0207842	0.0207842	44	hsa-miR-21-5p; hsa-miR-10b-5p; hsa-miR-125b-5p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-34a-5p; hsa-miR-212-3p; hsa-miR-664a-3p; hsa-miR-29b-3p; hsa-miR-1-3p; hsa-miR-663a; hsa-miR-615-3p; hsa-miR-421; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-342-5p; hsa-miR-5587-3p; hsa-miR-892b; hsa-miR-15a-5p; hsa-miR-203a-3p; hsa-miR-4741; hsa-miR-424-5p; hsa-miR-34a-3p; hsa-miR-126-3p; hsa-miR-4664-5p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-30e-5p; hsa-miR-543; hsa-miR-199a-5p; hsa-miR-548z; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-26a-5p; hsa-miR-195-5p; hsa-miR-205-5p; hsa-miR-744-5p; hsa-miR-34c-5p; hsa-miR-30b-5p; hsa-miR-30d-5p; hsa-miR-548h-3p; hsa-miR-218-5p; hsa-miR-199a-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of chromosome organization	depleted	0.0070664	0.0644223	0.0644223	38	hsa-miR-196b-5p; hsa-miR-21-5p; hsa-miR-100-5p; hsa-miR-221-3p; hsa-miR-215-5p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-34a-5p; hsa-miR-212-3p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-663a; hsa-miR-615-3p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-5587-3p; hsa-miR-186-5p; hsa-miR-4741; hsa-miR-34a-3p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-30e-5p; hsa-miR-548z; hsa-miR-30c-5p; hsa-miR-26a-5p; hsa-miR-149-5p; hsa-miR-15b-5p; hsa-miR-205-5p; hsa-miR-331-3p; hsa-miR-130a-3p; hsa-miR-744-5p; hsa-let-7b-5p; hsa-miR-1296-5p; hsa-miR-192-5p; hsa-miR-548h-3p; hsa-miR-218-5p; hsa-miR-199a-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of chromosome segregation	depleted	0.0889688	0.2523185	0.2523185	19	hsa-miR-100-5p; hsa-miR-221-3p; hsa-miR-215-5p; hsa-miR-223-3p; hsa-miR-193b-3p; hsa-miR-152-3p; hsa-miR-22-3p; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-210-3p; hsa-miR-615-3p; hsa-miR-34a-3p; hsa-miR-26a-5p; hsa-miR-149-5p; hsa-miR-885-5p; hsa-let-7b-5p; hsa-miR-101-3p; hsa-miR-192-5p; hsa-miR-34c-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of circadian rhythm	depleted	0.0046117	0.0484109	0.0484109	10	hsa-miR-182-5p; hsa-miR-138-5p; hsa-miR-203a-3p; hsa-miR-27a-3p; hsa-miR-125a-5p; hsa-miR-30c-5p; hsa-miR-141-3p; hsa-miR-26a-5p; hsa-miR-101-3p; hsa-miR-493-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of cyclin-dependent protein serinethreonine kinase activity	depleted	0.138284	0.3017356	0.3017356	39	hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-708-5p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-135a-5p; hsa-miR-222-3p; hsa-miR-152-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-503-5p; hsa-miR-138-5p; hsa-miR-181b-5p; hsa-miR-519c-3p; hsa-miR-519a-3p; hsa-miR-3659; hsa-miR-451a; hsa-miR-133b; hsa-miR-196a-5p; hsa-let-7c-5p; hsa-let-7i-3p; hsa-miR-27a-3p; hsa-miR-16-5p; hsa-miR-181a-5p; hsa-miR-877-5p; hsa-miR-95-3p; hsa-miR-92a-1-5p; hsa-miR-200c-3p; hsa-miR-141-3p; hsa-miR-582-5p; hsa-let-7a-5p; hsa-let-7b-5p; hsa-miR-494-3p; hsa-miR-574-3p; hsa-miR-206; hsa-miR-145-5p	GO_BP	NA	FALSE	NA
GO Biological process (miRPathDB)	regulation of cysteine-type endopeptidase activity	depleted	0.0041014	0.0452082	0.0452082	30	hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-3617-5p; hsa-miR-29a-3p; hsa-miR-138-5p; hsa-miR-302a-5p; hsa-miR-641; hsa-miR-451a; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-23a-3p; hsa-miR-34a-3p; hsa-miR-126-3p; hsa-miR-133a-3p; hsa-miR-200a-3p; hsa-miR-125a-5p; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-200c-3p; hsa-miR-143-3p; hsa-miR-130a-3p; hsa-miR-214-3p; hsa-miR-145-5p; hsa-miR-376c-3p; hsa-miR-199a-3p; hsa-miR-323a-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of cysteine-type endopeptidase activity involved in apoptotic process	depleted	0.007884	0.0687671	0.0687671	35	hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-128-1-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-3617-5p; hsa-miR-29a-3p; hsa-miR-138-5p; hsa-miR-302a-5p; hsa-miR-641; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-133b; hsa-miR-146a-5p; hsa-let-7c-5p; hsa-miR-23a-3p; hsa-miR-34a-3p; hsa-miR-126-3p; hsa-miR-133a-3p; hsa-miR-200a-3p; hsa-miR-125a-5p; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-200c-3p; hsa-miR-143-3p; hsa-miR-130a-3p; hsa-miR-214-3p; hsa-miR-145-5p; hsa-miR-376c-3p; hsa-miR-199a-3p; hsa-miR-323a-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of cytokine-mediated signaling pathway	depleted	0.415348	0.4759264	0.4759264	11	hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-34a-5p; hsa-miR-29a-3p; hsa-miR-520d-5p; hsa-miR-451a; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-125a-5p; hsa-miR-524-5p; hsa-miR-17-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of cytokine production	depleted	0.0792442	0.2403137	0.2403137	27	hsa-miR-182-5p; hsa-miR-146b-5p; hsa-miR-21-5p; hsa-miR-135a-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-586; hsa-miR-138-5p; hsa-miR-15a-5p; hsa-miR-146a-5p; hsa-miR-200a-3p; hsa-miR-140-5p; hsa-miR-1181; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-200c-3p; hsa-miR-423-3p; hsa-miR-205-5p; hsa-miR-34b-5p; hsa-miR-214-3p; hsa-miR-574-3p; hsa-miR-145-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of cytoskeleton organization	depleted	0.284702	0.4076087	0.4076087	39	hsa-miR-21-5p; hsa-miR-92b-3p; hsa-miR-221-3p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-200b-3p; hsa-miR-144-5p; hsa-miR-25-3p; hsa-miR-34a-5p; hsa-miR-9-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-1-3p; hsa-miR-130b-3p; hsa-miR-663a; hsa-miR-144-3p; hsa-miR-19a-3p; hsa-miR-519c-3p; hsa-miR-519a-3p; hsa-miR-519b-3p; hsa-miR-448; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-487a-3p; hsa-miR-126-3p; hsa-miR-133a-3p; hsa-miR-27a-3p; hsa-miR-92a-3p; hsa-miR-181a-5p; hsa-miR-132-3p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-149-5p; hsa-miR-195-5p; hsa-miR-130a-3p; hsa-miR-99b-3p; hsa-miR-574-3p; hsa-miR-145-5p; hsa-miR-31-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of dendrite development	depleted	0.250984	0.3993114	0.3993114	10	hsa-miR-128-1-5p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-128-2-5p; hsa-miR-451a; hsa-miR-126-3p; hsa-miR-200c-3p; hsa-miR-214-3p; hsa-miR-31-3p; hsa-miR-376c-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of dephosphorylation	depleted	0.0214552	0.1229676	0.1229676	14	hsa-miR-125b-5p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-1-3p; hsa-miR-451a; hsa-miR-15a-5p; hsa-miR-505-5p; hsa-miR-497-5p; hsa-miR-199a-5p; hsa-miR-369-3p; hsa-miR-195-5p; hsa-miR-15b-5p; hsa-miR-214-3p; hsa-miR-145-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of developmental growth	depleted	0.0158709	0.1033257	0.1033257	46	hsa-miR-196b-5p; hsa-miR-182-5p; hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-223-3p; hsa-miR-16-1-3p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-33b-5p; hsa-miR-9-5p; hsa-miR-1-3p; hsa-miR-153-3p; hsa-miR-8089; hsa-miR-663a; hsa-miR-144-3p; hsa-miR-19a-3p; hsa-miR-638; hsa-miR-448; hsa-miR-451a; hsa-miR-133b; hsa-miR-203a-3p; hsa-miR-204-5p; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-125a-5p; hsa-miR-181a-5p; hsa-miR-140-5p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-518c-3p; hsa-miR-141-3p; hsa-miR-184; hsa-miR-205-5p; hsa-miR-128-3p; hsa-miR-130a-3p; hsa-miR-34c-5p; hsa-miR-214-3p; hsa-miR-101-3p; hsa-miR-4800-3p; hsa-miR-494-3p; hsa-miR-206; hsa-miR-376c-3p; hsa-miR-199a-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of developmental pigmentation	enriched	0.0819129	0.2406879	0.2406879	17	hsa-miR-3191-5p; hsa-miR-221-3p; hsa-miR-16-1-3p; hsa-miR-708-5p; hsa-miR-222-3p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-153-3p; hsa-miR-224-5p; hsa-miR-181a-5p; hsa-miR-200c-3p; hsa-miR-205-5p; hsa-miR-101-3p; hsa-miR-494-3p; hsa-miR-199a-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of embryonic development	enriched	0.04685	0.1872289	0.1872289	10	hsa-miR-488-5p; hsa-miR-152-3p; hsa-miR-22-3p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-153-3p; hsa-miR-451a; hsa-miR-205-5p; hsa-miR-744-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of endodeoxyribonuclease activity	depleted	0.440866	0.492716	0.492716	14	hsa-miR-182-5p; hsa-miR-100-5p; hsa-miR-193b-3p; hsa-miR-22-3p; hsa-miR-34a-5p; hsa-miR-138-5p; hsa-miR-181b-5p; hsa-miR-133b; hsa-miR-126-3p; hsa-miR-125a-5p; hsa-let-7g-3p; hsa-miR-654-3p; hsa-miR-15b-5p; hsa-let-7a-2-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of endopeptidase activity	depleted	0.0387323	0.1684617	0.1684617	26	hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-135a-5p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-3617-5p; hsa-miR-29a-3p; hsa-miR-138-5p; hsa-miR-641; hsa-miR-451a; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-34a-3p; hsa-miR-126-3p; hsa-miR-125a-5p; hsa-miR-1181; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-200c-3p; hsa-miR-143-3p; hsa-miR-205-5p; hsa-miR-214-3p; hsa-miR-494-3p; hsa-miR-145-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of endothelial cell apoptotic process	enriched	0.181022	0.3446388	0.3446388	10	hsa-miR-182-5p; hsa-miR-21-5p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-126-3p; hsa-miR-200c-3p; hsa-miR-143-3p; hsa-miR-24-3p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of endothelial cell migration	depleted	0.0048996	0.0503399	0.0503399	48	hsa-miR-21-5p; hsa-miR-223-3p; hsa-miR-128-1-5p; hsa-miR-155-5p; hsa-miR-135a-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-185-5p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-296-5p; hsa-miR-4667-5p; hsa-miR-8089; hsa-miR-138-5p; hsa-miR-144-3p; hsa-miR-181b-5p; hsa-miR-128-2-5p; hsa-miR-6877-5p; hsa-miR-133b; hsa-miR-203a-3p; hsa-miR-326; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-125a-5p; hsa-miR-181a-5p; hsa-miR-27b-3p; hsa-miR-132-3p; hsa-miR-140-5p; hsa-miR-199a-5p; hsa-miR-625-3p; hsa-miR-200c-3p; hsa-miR-149-5p; hsa-miR-184; hsa-miR-128-3p; hsa-miR-130a-3p; hsa-miR-31-3p; hsa-miR-101-3p; hsa-miR-574-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-218-5p; hsa-miR-124-3p; hsa-miR-199a-3p; hsa-miR-31-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of endothelial cell proliferation	depleted	0.00099408	0.0177193	0.0177193	32	hsa-miR-21-5p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-296-5p; hsa-miR-138-5p; hsa-miR-106a-5p; hsa-miR-133b; hsa-miR-203a-3p; hsa-let-7c-5p; hsa-miR-23a-3p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-125a-5p; hsa-miR-181a-5p; hsa-miR-27b-3p; hsa-miR-140-5p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-582-5p; hsa-miR-128-3p; hsa-miR-487b-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-218-5p; hsa-miR-124-3p; hsa-miR-199a-3p; hsa-miR-135b-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
GO Biological process (miRPathDB)	regulation of epidermis development	depleted	0.425957	0.4833187	0.4833187	10	hsa-miR-125b-5p; hsa-miR-144-5p; hsa-miR-148a-3p; hsa-miR-200a-5p; hsa-miR-138-5p; hsa-miR-203a-3p; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-378a-3p; hsa-miR-31-5p	GO_BP	NA	FALSE	rrvgo_Rel_t0.90
